Mass,Hex,HexNAc,Fuc,NeuAc,Class,HEPG2_DMEM_P4_08_compositional,HEPG2_DMEM_P6_NT_13_compositional,HEPG2_DMEM_P6_ins_14_compositional,HEPG2_EMEM_P5_06_compositional,HEPG2_EMEM_P7_NT_17_compositional,HEPG2_EMEM_P7_ins_16_compositional,PNT2_P10_DHTT_r04_compositional,PNT2_P10_DHT_r03_compositional,PNT2_P10_NT_r02_compositional,PNT2_P11_Chol_r16_compositional,PNT2_P11_NT_r17_compositional,PNT2_P14_DHTT2_r27_compositional,PNT2_P14_DHTT_r26_compositional,PNT2_P14_NT_r25_compositional,PNT2_P15_DDHTT_r12_compositional,PNT2_P16_Chol_r22_compositional,PNT2_P16_NT_r23_compositional,PNT2_P17_Chol_r19_compositional,PNT2_P17_NT_r20_compositional,PNT2_p13_DHTTx5_r07_compositional,PNT2_p13_NT_r06b_compositional
1728.60816,5,3,0,1,H-S,0.597331497201,0.984485485553,1.0756885103,0.446624361364,0.729569048263,0.918894603966,0.683395158644,0.587188002525,0.646449325861,1.01823494325,0.886798680654,0.597300663615,0.507437676684,0.584424082226,0.871790102822,0.917907136719,0.798369996688,0.946809251589,0.852461081698,0.907985377249,0.649212502857,
3610.29536,8,7,2,2,C-FS,0.588519335671,0.197016169782,0.967418358788,0.817009494001,1.1308775768,0.66753721177,0.103822851955,0,0,0,0.0480292650158,0,0.0745536982167,0.0917531327918,0.0125839734074,0.158703873014,0.0717243986207,0,0,0.0832748609678,0,
4413.60126,9,8,5,2,C-FS,0.586704113748,0.346270285881,0.479822568317,0.914981353283,0.164778673915,0,0,0,0,0,0,0,0,0.0292546558046,0,0,0,0,0.053286135784,0,0,
2296.81976,6,5,0,1,CH-S,0.550169685433,0.714235530737,0.926197474851,0.299439499569,0.704836942431,0.543390778057,0.112823626951,0.376529890533,0.339536579385,0.223499114712,0.130042669405,0.327726002815,0.346562818114,0.0970052524399,0.0872880991863,0.352236631067,0.272936416653,0.278352250377,0.126893981197,0.198610521181,0.0801956342021,
3390.20066,7,6,1,3,C-FS,0.527709401246,0,0,1.15923628926,0.767981241635,0.451415898925,2.83602368124,2.504841306,1.70631407737,2.19020679049,1.80694388256,1.87570232192,1.70684025872,1.71790428664,2.13993791018,1.97411612999,1.90394279394,1.56320563449,1.68871875033,3.17658542957,2.28970589469,
4267.54336,9,8,4,2,C-FS,0.525540704986,0,0,0.238059555215,0,0,0,0,0,0,0,0,0,0,0,0.0232434203111,0.0572152620528,0,0,0.0366550750591,0,
3465.25786,8,7,3,1,C-FS,0.501489014504,0.563500166968,0.492577114497,0,0,0.344875593907,0.0685652113262,0,0,0.0282646662243,0,0.0643134541725,0,0.234373219058,0,0.0441112796424,0,0,0,0,0,
2646.97746,6,6,3,0,C-F,0.476285831203,0,0,0,0,0,0.0612822850921,0,0,0.0103303724349,0,0,0,0,0.0411054076075,0,0.01852008991,0.0206724877461,0.0837359457391,0.0308521068475,0.0120722955314,
4412.58086,9,8,3,3,C-FS,0.457479144204,0,0,0.983631533366,0.964285879235,0.710801291041,0,0,0,0,0,0,0,0,0.0398753896196,0.0477037362916,0.0464280600175,0,0,0.061872248166,0.0953016545988,
4193.50656,8,7,4,3,C-FS,0.43636021023,0.417940986356,0,0.544535060617,0.812145845708,0.634535291789,0.189264957324,0,0,0.0338970483304,0,0,0,0.148388683755,0,0,0,0,0,0.196664788696,0,
2264.82996,4,5,2,1,C-FS,0.424581333959,0.291519361973,0.265000356447,0,0,0,0.79707594627,0.865504436456,0.533109099469,0.734852550237,0.746262811395,0.399371119779,0.4464009259,0.696725696435,0.640609827345,0.56002453756,0.651774686978,0.808319782746,0.844723285263,0.622845994234,0.745560977267,
1566.55536,4,3,0,1,C-S,0.419242173557,0.403770929221,0.346195367908,0.189844632317,0.402357220539,0.2963128305,0.332066867657,0.478436800777,0.351784738969,0.420345457519,0.563964466044,0.480071803649,0.244392571688,0.380972572028,0.276165793833,0.301171577001,0.471914096966,0.377483259554,0.298790049731,0.305875192361,0.451550343989,
4558.63876,9,8,4,3,C-FS,0.393461700292,0,0,1.14334379079,0.974231246729,0.798406542408,0,0,0,0,0,0,0,0,0.0227743384532,0,0,0,0,0,0,
1874.66606,5,3,1,1,H-FS,0.370248160749,0,0.378664249885,0.0977259178907,0.127793715944,0.236688170635,0.458571555021,0.291578256957,0.572258858479,0.433795492823,0.781356587615,0.321786984132,0.439525006353,0.847722971767,0.224506145471,0.957409305176,0.72340231007,0.602921653888,0.561234481678,0.425922930332,0.455252699352,
2530.89366,6,4,1,2,H-FS,0.332126956807,0,0.160643423617,0.243068171167,0.305872122787,0,0,0,0,0,0.0144790685926,0,0,0,0,0,0,0,0,0,0.0108197037864,
2661.95196,7,6,0,1,C-S,0.308945831941,0.304095645717,0.460925466146,0.0715338103633,0.661750009758,0.668022158777,0.0699573625469,0.0452930192685,0.125394166299,0.0597579163535,0.151997886033,0.170333557193,0,0.109361125936,0,0.0269404539318,0.08729152712,0,0,0.092570545683,0.0500113033448,
3083.11036,6,6,2,2,C-FS,0.296095727766,0,0,0.0949997421519,0,0,0.10177812985,0.0746639316485,0,0.0614431097348,0.0785442782996,0,0,0.0150471481092,0.0570063332124,0,0,0.0505194125684,0.163380417488,0.0511362679854,0,
3318.17956,8,7,0,2,C-S,0.290075859143,0,0,0,0.27615012669,0.135061995285,0,0,0,0.0501283377516,0,0.0604346699156,0,0,0,0,0,0.0261611476854,0.0529199045015,0,0,
3374.20576,6,6,2,3,C-FS,0.280407024001,0,0,0,0.180407626038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1712.61326,4,3,1,1,C-FS,0.258508594219,0.320510079502,0.180353958327,0.084494531298,0.230645225413,0.253261447285,0.190647702118,0.415502902466,0.257158448138,0.691692418614,0.562472862701,0.933416333119,0.457678776196,0.527485748312,0.581336098238,0.768382269711,0.710019169859,0.568361262823,0.469797878451,0.588908810062,0.539736189605,
3464.23746,8,7,1,2,C-FS,0.238865299836,0,0,0.128924038815,0,0.17870382275,0,0,0,0.118925329986,0,0,0,0,0.0633667772629,0.0699305020663,0,0.0594669316928,0,0.052649911831,0.0870292123535,
3027.08416,8,7,0,1,C-S,0.230756999869,0,0.128955664943,0,0.521232526441,0,0.124185415165,0.110475840018,0,0.0973712956161,0.164228670819,0,0.613709375563,0.147234614892,0.064022565431,0.143310261633,0.180822460303,0.199675336812,0.169265393125,0.125203462294,0.160489279475,
2118.77206,4,5,1,1,C-FS,0.208051290269,0.159115461087,0,0,0,0,0.448234479466,0.478603985099,0.32144153787,0.314153613131,0.51064750344,0.23102174242,0.249856090726,0.405810672674,0.440613257224,0.446207358666,0.650060190783,0.502242224814,0.500762991295,0.303857000567,0.251593391888,
2571.92026,5,5,1,2,C-FS,0.20457057136,0.261254034917,0.260159672626,0,0,0.132984380214,0.283863043737,0.215534321387,0,0.0650676455804,0.0311471920102,0,0,0.0700598989107,0.135385751263,0.0165558418152,0.0218353056655,0.12293640749,0.286371198524,0.165640646557,0.0577331388951,
3246.18356,7,6,4,1,C-FS,0.199702195556,0,0.292847117084,0.112924835613,1.59337972875,1.17430172906,0.286662043721,0.270696348513,0.168121045936,0,0.417150929069,0.140447482241,0.863620376028,0.299822665266,0.0796957919365,0,0.0718401369222,0.114573234883,0,0.0969598905674,0.159584088226,
3536.25856,7,6,2,3,C-FS,0.19170657518,0.574863218849,1.01403108411,2.03957764342,1.75338042425,1.81652300551,0,0.464200469137,0.939307234934,0.463822761718,0.070602759691,0.5205581988,0.525336726348,0.688104534183,0.0650632647186,0.046174298082,0.483638321522,0.276064707556,0.280969545016,0.992631186123,0.821231168372,
3228.14786,6,6,1,3,C-FS,0.187827618808,0,0,0,0,0,0.0654799032154,0.047128380489,0,0.0817065325877,0,0,0.104792186466,0.0425969029904,0.0265208558887,0,0.0490076509752,0.127449844902,0.163246304624,0.0617611142567,0.0163986376051,
3578.30556,6,7,4,2,C-FS,0.168936036226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1234.43336,5,2,0,0,HM,0.139301303485,1.40576746286,1.25838773908,0.555349975446,1.05984363622,0.88455184805,5.08854787246,5.27631594153,5.78797684246,6.69687629267,6.29843714419,6.33782023885,3.40356797383,5.50573006545,5.75117292622,6.62175917599,5.97344075382,6.92317161516,6.2361285066,5.48810895398,6.66942962098,
4268.56376,9,8,6,1,C-FS,0.128430038175,0,0.243379775707,0.336692463316,0,0,0,0,0,0,0,0,0,0.0230743899571,0,0,0,0,0.0482734095822,0,0,
2921.05756,5,6,2,2,C-FS,0.124415248871,0,0.257012372898,0,0,0,0,0,0,0,0.0810887070167,0,0.0445165456771,0.0325456735708,0,0,0.0255526629771,0,0.0556841769563,0.0470087545915,0,
2750.98836,7,5,2,1,H-FS,0.123147989348,0,0,0,0,0,0,0,0,0.0246291697713,0,0,0,0.0294933885159,0.0192053303643,0,0.0283114194411,0,0,0,0,
2525.95126,4,7,3,0,C-F,0.120556358728,0,0,0,0,0,0,0,0,0,0,0,0,0.0131617419651,0,0,0,0,0,0,0,
1056.38566,3,2,1,0,HM-F,0.118115996602,0.12562780657,0,0.0369367533865,0,0,0.195869444999,0.540693162625,0.159794964316,0.323529727688,0.262926516814,0.213370316372,0.180285451329,0.141040956722,0.229337278228,0.222341931165,0.1255675566,0.217054890928,0.216039317724,0.209583438857,0.308347959519,
3612.33616,8,7,6,0,C-F,0.113920611238,0.368313051629,0,0,0,0.169071243786,0,0,0,0,0.190940941706,0,0,0,0,0,0,0,0,0.0143056013495,0,
2239.79826,6,4,1,1,H-FS,0.109336249749,0,0,0,0,0,0.0465665176908,0,0.173220037169,0.136062924628,0.159952700944,0.0585569665129,0,0.178539460639,0.086002355811,0.16396480771,0.171831490552,0.148556493585,0.180159484232,0.0575464718778,0.104836438381,
2206.75016,11,2,0,0,HM,0.0961048872273,0.159025440511,0.127912266663,0.044325405341,0.0784073864141,0.0984017031475,0.331741758018,0.171531847763,0.278313898973,0.313480220817,0.262769983076,0.340275010705,0.126501361914,0.336314998147,0.442978449328,0.301299327279,0.328883788499,0.12063443636,0.376202573932,0.204445940495,0.351187520861,
2749.96796,7,5,0,2,H-S,0.0936830477737,0,0,0,0,0,0,0,0,0,0,0,0,0.0235757286508,0,0.0435028318077,0.0574245064397,0.0336553425864,0.044096309687,0,0,
4559.65916,9,8,6,2,C-FS,0.0929452279784,0,0,0.150408125425,0,0,0,0,0,0,0,0,0,0,0.0197363822349,0,0,0,0,0,0,
2734.99346,6,5,3,1,CH-FS,0.0904786253991,0.163348474112,0,0.160318652597,0.21344051847,0.192939144357,1.38581187672,1.03470156983,0.770026668536,1.02681641377,1.4081194884,1.64507606338,2.00460814732,1.10596538603,1.05228168023,0.82332023685,0.854575000685,1.09566218134,0.827167395545,1.01166575758,0.981054896232,
2645.95706,6,6,1,1,C-FS,0.0861968008967,0,0,0,0,0,0.182901509346,0.13231832505,0,0.0974281537668,0.0824128978288,0,0,0.0151176033728,0.034899592281,0.0674236256848,0.0297767840384,0.0880212111883,0.143127827567,0.0270757766072,0.0487438303378,
2036.71886,6,3,1,1,H-FS,0.082635817073,0,0,0,0,0,0.229197004354,0.194650213148,0.299370065869,0.177006273413,0.218735652459,0.0765176812394,0.0752705753656,0.241029785778,0.14091954056,0.178663219905,0.275175985482,0.121690326252,0.238447514025,0.167144955154,0.158008727039,
2352.80806,11,2,1,0,HM-F,0.0816062651829,0,0,0.0361377691843,0,0,0,0,0,0,0.021178591711,0.0867309680648,0,0.0170065031664,0,0.0087327713153,0.0210408308838,0,0,0,0,
2368.80296,12,2,0,0,HM,0.0746510015896,0.113059706516,0.0725380366662,0,0.0699924934301,0,0.210188966656,0.0673320192059,0.132012854038,0.244983960247,0.244949312019,0.421215689069,0.316414320826,0.168554610559,0.256912118927,0.257825016463,0.209142380297,0.122337632663,0.136899832489,0.211258004603,0.27381316868,
1462.54446,3,4,1,0,C-F,0.0718355553414,0.193617893014,0.171609558539,0.0867470421351,0.109141850264,0.182753555648,0.726682948565,0.603827975428,0.948303664321,0.643589053071,0.470799694847,0.656677329633,0.301417860979,0.672530427285,0.99667438638,0.537454331504,0.662293794643,0.625017297575,0.840827822382,0.702204940771,0.930130704434,
3535.23816,7,6,0,4,C-S,0.06644545759,0.0865609222232,0,0,0,0,1.51209139774,0.319109408529,0,0.516924849253,0.881563563897,0,0,0,0.518441695119,0.5163927671,0.308516462985,0.64625970353,0.21962116283,0.424611105666,0.126756024198,
1786.65006,5,4,1,0,CH-F,0.0616156706874,0,0,0,0,0,0.831280654958,0.539552202953,0.637034744407,0.642526559196,0.675102211394,1.4032410479,1.29786794635,0.883698826806,0.821080738384,1.01339779553,0.759587203458,0.681980261811,0.670016004771,0.778797097501,0.748706055024,
2450.89406,3,6,1,2,C-FS,0.0576765156297,0.15415409976,0.173211716553,0,0,0,0,0,0,0,0.01175453542,0,0,0,0,0,0,0,0.0403411494947,0,0.0140997391956,
2370.85656,7,6,0,0,C,0.0547545640136,0,0.0545569963722,0,0,0,0.0980696459393,0.263052798627,0.0559475870082,0.054985256887,0.364129506998,0.199976257446,0,0.73534682637,0.149135160255,0.217428596062,0.0742268307107,0.102498707683,0.16177931622,0.218355016055,0.256405170992,
1720.59176,8,2,0,0,HM,0.0468314907725,3.41627679232,2.79714362784,1.50267197104,2.26925176188,2.34898460945,8.68006344917,10.1188728926,10.7567705958,10.3677063186,10.093978384,10.8419760646,8.2566859471,7.9949174388,9.36414760766,9.38792702833,7.85894388617,9.66920740445,7.47147872013,7.72466643302,9.01847223884,
2572.94066,5,5,3,1,CH-FS,0.0409366501904,0,0,0,0,0.132014486201,0.218214412735,0.149634367888,0.0668586745588,0.0551578864529,0.0463823366895,0,0.115002347391,0.0316466411166,0.0624176004658,0,0.0945438067935,0.227161265604,0.242206284949,0.145265355613,0.0356724376628,
3755.33286,8,7,1,3,C-FS,0,0,0,0.121107266661,0,0,0.26540234252,0.23324119424,0,0,0.157199762035,0,0.22219073386,0.314311411741,0.162708167028,0.121877330143,0.407475326343,0.219478191021,0.305210961005,0.370689377376,0.122331671054,
2628.94176,5,6,0,2,C-S,0,0,0,0,0,0,0,0,0,0,0.0476890005579,0,0,0.129189915569,0,0,0,0,0,0.0261773700839,0,
1769.63476,4,4,0,1,C-S,0,0.0504217525394,0,0.0968163251263,0,0,0.0596367482395,0.0639744007366,0.114114931002,0.0803974250464,0.0134141556711,0.0827997906437,0,0.0146209228784,0.193277047912,0.0673701488243,0.0670072454727,0.0578339094382,0.129910489,0.109763405998,0.184623607598,
2304.83616,3,6,0,2,C-S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651568009881,0,0,0,0,0,
3757.37366,8,7,5,1,C-FS,0,0.473450947399,0.166782178522,0,0,0.440003479367,0.0403700337945,0,0,0,0,0,0,0,0,0.111438052791,0,0.0232053118213,0.0957921763951,0,0.00913145026699,
4776.71776,8,7,6,4,C-FS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327395537797,0,0,0,0,
3432.24766,6,7,3,2,C-FS,0,0,0,0,0,0,0,0,0,0,0.0198912679183,0,0,0,0,0,0,0,0.0250048276762,0,0,
1478.53936,4,4,0,0,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675753318887,0.014315888924,0.0331033650077,0.0417906812921,0.093763678201,0,0,0.00626039299001,
2028.70246,9,2,1,0,HM-F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083137849474,0,0,0,0,0,0.0435769535332,
